username,email,first_name,last_name,identity_card_number,nip,date_of_birth,pesel,phone_number,iban
kmazurek7946,kmazurek+7946,Kamila,Steinke,TFM215376,6536567115,1975-12-18,75121808068,798308553,PL07526605502883818865385793
kmazurek7947,kmazurek+7947,Ada,Kapuścik,DNV155930,3925977024,2002-02-21,02222176455,798435125,PL40139177679033214234838534
kmazurek7948,kmazurek+7948,Aurelia,Waszczyk,YVG662915,8834269407,1951-01-27,51012716399,734278602,PL83328894149004925913315645
kmazurek7949,kmazurek+7949,Miłosz,Helman,NIH110727,9263438106,1947-04-14,47041435253,692499800,PL47930121673931206029344121
kmazurek7950,kmazurek+7950,Marcel,Zander,EUN078596,3931031441,1985-02-01,85020111987,601025928,PL66545700062078546157254589
kmazurek7951,kmazurek+7951,Sandra,Drela,QXC513242,9528881643,1949-03-23,49032303752,728865597,PL18592451484202826087476846
kmazurek7952,kmazurek+7952,Ewa,Pietrek,PCI331066,2466184009,1953-05-09,53050967337,320212962,PL29559951275130374807673430
kmazurek7953,kmazurek+7953,Mieszko,Sudak,OMP928163,1271438358,1956-04-04,56040414303,532143198,PL70097595033739130369627523
kmazurek7954,kmazurek+7954,Tobiasz,Bobrowicz,KAR251157,8115028681,1933-10-06,33100644818,729741224,PL50502206082036604601552407
kmazurek7955,kmazurek+7955,Karina,Zwara,FZL420346,7986598493,1971-12-30,71123085421,533502150,PL04860889766244654056159681
kmazurek7956,kmazurek+7956,Bartek,Misiejuk,SEI329301,6093178081,1988-09-17,88091789817,514623679,PL63567613430665758267848965
kmazurek7957,kmazurek+7957,Aniela,Drop,FLI013213,7914812557,1942-10-04,42100478932,512672665,PL71844404139279399282218782
kmazurek7958,kmazurek+7958,Wojciech,Goworek,NSP024330,9358823700,1995-03-05,95030532180,605424694,PL70563333771867356688906497
kmazurek7959,kmazurek+7959,Radosław,Sankiewicz,RBY360407,3270721219,1939-06-08,39060824309,535102559,PL97700250508107929656754104
kmazurek7960,kmazurek+7960,Radosław,Kiwior,JXR454648,5734527245,1960-02-08,60020853079,783756107,PL02512019495529564060852827
kmazurek7961,kmazurek+7961,Eliza,Fiedler,KIX225437,8172891041,1945-07-27,45072776422,785406852,PL84157074980753102400490028
kmazurek7962,kmazurek+7962,Dagmara,Szyndler,ISN299472,6590666653,1991-02-23,91022372477,738920416,PL95897744678514183535881178
kmazurek7963,kmazurek+7963,Jakub,Kopczyk,TIW142718,7988677593,1944-06-15,44061523416,665787701,PL76261838729683947969037695
kmazurek7964,kmazurek+7964,Alex,Taciak,HAR665975,8312115881,2004-02-14,04221426357,791680013,PL47328763925782977200942952
kmazurek7965,kmazurek+7965,Lidia,Laszczyk,GOX440128,4492189961,1969-05-29,69052945338,888813018,PL45664430557590808165584626
kmazurek7966,kmazurek+7966,Kornelia,Trybus,KCF047790,3837865550,1948-05-24,48052493560,699720483,PL95765104835948225444929259
kmazurek7967,kmazurek+7967,Leon,Nojman,ZHY380582,6536813264,1956-12-24,56122463085,514580995,PL74653912338772436654680386
kmazurek7968,kmazurek+7968,Kalina,Skałka,GOG311469,6419390962,1958-03-14,58031492277,229177262,PL32151083819804971075470901
kmazurek7969,kmazurek+7969,Cyprian,Żelasko,NVA644325,4492934241,1949-07-06,49070653198,577707860,PL10491521304673466474697768
kmazurek7970,kmazurek+7970,Marcin,Wojtczuk,GPT070359,3010065876,1985-11-21,85112149724,736049102,PL74944413763890986053631048
kmazurek7971,kmazurek+7971,Julian,Sromek,LGL755890,1446161200,1968-06-16,68061628872,571371188,PL59746239467528367687747346
kmazurek7972,kmazurek+7972,Emil,Klimko,SZC670455,7637019812,1970-09-11,70091129362,699727962,PL86090345760485285582381641
kmazurek7973,kmazurek+7973,Tadeusz,Bogumił,EWW722270,6830119785,1980-06-24,80062406130,538124666,PL43949685300842330172098218
kmazurek7974,kmazurek+7974,Apolonia,Trąbka,FQK577554,3497186263,1966-07-19,66071936215,722078036,PL33280407628169844582180971
kmazurek7975,kmazurek+7975,Nataniel,Kiełek,CFO306174,5138381528,1938-06-23,38062329768,512963890,PL77919565724314299677611574
kmazurek7976,kmazurek+7976,Michał,Przewłoka,VJM928902,2763708551,1939-01-22,39012228885,533170526,PL98882260449355250453970316
kmazurek7977,kmazurek+7977,Aleks,Rozumek,NUG078479,1379675198,1940-03-17,40031704865,571238953,PL40328055664303275304266281
kmazurek7978,kmazurek+7978,Robert,Niemira,UNE913745,7127689382,2003-04-21,03242104048,661497724,PL14286438587005571190357636
kmazurek7979,kmazurek+7979,Tymon,Niedojadło,LEE952980,1590144432,1933-09-10,33091080109,731410764,PL36555222271586817602890639
kmazurek7980,kmazurek+7980,Agnieszka,Jaracz,KBA340554,6843146873,1987-03-05,87030523237,798799196,PL58610820199147547213527173
kmazurek7981,kmazurek+7981,Karina,Pela,EBB519438,3515369549,1974-03-02,74030285809,538072969,PL50899314629829003446695041
kmazurek7982,kmazurek+7982,Maurycy,Front,EAC170657,1973775412,1944-10-13,44101331786,573753172,PL09814244604250304221533313
kmazurek7983,kmazurek+7983,Kajetan,Stasica,NDO989576,1034865096,1970-07-26,70072641072,727299434,PL07104683280591485326966102
kmazurek7984,kmazurek+7984,Kornel,Kasiak,RXS173962,1525765671,1970-03-20,70032041106,737085685,PL78473787708750176446391453
kmazurek7985,kmazurek+7985,Julianna,Woronko,TAF557258,8115503219,1982-06-13,82061354452,889360870,PL87288095489667158794678316
kmazurek7986,kmazurek+7986,Melania,Barteczko,IUB725513,2178900074,1966-05-23,66052305128,784789412,PL57710210603563651915411218
kmazurek7987,kmazurek+7987,Kajetan,Solnica,LSN330109,7951471694,1950-11-27,50112715356,664408263,PL93004325428366840373329287
kmazurek7988,kmazurek+7988,Natasza,Noras,JWB740818,9537884109,1983-08-17,83081766775,228231049,PL18924534138294217824026252
kmazurek7989,kmazurek+7989,Paweł,Waluk,OFD152606,1623263686,1958-06-22,58062264674,889032467,PL74180377220621294352644688
kmazurek7990,kmazurek+7990,Paweł,Klama,ZQA523922,7824452233,1968-01-16,68011629410,608164131,PL70972771364179779310457337
kmazurek7991,kmazurek+7991,Róża,Rajtar,DWY042038,5563610613,1985-09-10,85091035603,570631700,PL73697188477334821416859538
kmazurek7992,kmazurek+7992,Maks,Barteczko,KCB958724,8115138116,1982-05-23,82052386024,603508388,PL31122601554310945651356491
kmazurek7993,kmazurek+7993,Adrianna,Komisarek,QWT077757,1441910051,1966-02-03,66020317535,794993798,PL19552579287913279239541421
kmazurek7994,kmazurek+7994,Szymon,Bałazy,WKX151253,2612320091,1982-08-12,82081229873,321920873,PL65082431496621598147614241
kmazurek7995,kmazurek+7995,Tadeusz,Przybyś,SMV558355,9538013078,1964-12-25,64122516894,787458070,PL63116185414610194349807785
kmazurek7996,kmazurek+7996,Krystian,Łabaj,LLJ976609,2356365744,1992-06-17,92061756277,577645344,PL30259831184687549796935182
kmazurek7997,kmazurek+7997,Konstanty,Berendt,CEI279668,2223195579,1969-08-11,69081130536,605085683,PL45064823072933300207970923
kmazurek7998,kmazurek+7998,Ewelina,Kryszkiewicz,KLA047718,6445849641,1934-03-01,34030153652,696500402,PL75336893783266675217656540
kmazurek7999,kmazurek+7999,Tymoteusz,Mysiak,CEX268733,9479001523,1995-04-09,95040979713,222577244,PL41345116576246878612152502
kmazurek8000,kmazurek+8000,Krystian,Szajna,WKR756746,4975206200,1959-01-08,59010804450,697005693,PL48230228112079610779745676
kmazurek8001,kmazurek+8001,Julita,Malon,YXI202225,6193004127,1961-12-15,61121507526,519683353,PL26219601381155632041436573
kmazurek8002,kmazurek+8002,Olgierd,Jarmuż,GQJ425231,6982714200,1995-07-09,95070910870,725359407,PL57554329714748603391290808
kmazurek8003,kmazurek+8003,Eryk,Marko,LGV000950,1332285387,1966-12-27,66122790562,881117979,PL11627203055709597655266869
kmazurek8004,kmazurek+8004,Lidia,Sasak,APU591064,3443293764,1951-01-24,51012495483,880123299,PL19312969538939045585670646
kmazurek8005,kmazurek+8005,Dawid,Stawinoga,PBV483000,4397795158,1937-09-07,37090768147,783362801,PL58734734680664525612073186
kmazurek8006,kmazurek+8006,Łukasz,Kosowicz,SAS820701,5828234963,1988-06-02,88060242552,736713938,PL57563872167088024830914108
kmazurek8007,kmazurek+8007,Apolonia,Gerlach,YFV862806,4599019138,2000-04-20,00242015112,880767927,PL86347569739255951902039244
kmazurek8008,kmazurek+8008,Kornelia,Gosz,VSJ075231,9169873938,1971-10-20,71102036495,662632278,PL77184091508984363556534890
kmazurek8009,kmazurek+8009,Liwia,Mordak,HTG692072,6012312493,1933-02-06,33020697075,502760415,PL37202318269377724978391179
kmazurek8010,kmazurek+8010,Nikodem,Łukowiak,BDC247533,1139471852,1947-09-15,47091523717,699440569,PL69516155459759742777742136
kmazurek8011,kmazurek+8011,Andrzej,Korek,QGN869910,9966254567,1980-11-09,80110944883,736157840,PL78358597488130124288061716
kmazurek8012,kmazurek+8012,Dawid,Kosznik,TKM890538,2233854322,1999-11-02,99110295455,518278106,PL57121806233180145605549206
kmazurek8013,kmazurek+8013,Nikodem,Hejna,VJS258579,5245913374,2000-01-06,00210661695,530209474,PL83628742570889777870359885
kmazurek8014,kmazurek+8014,Norbert,Truchel,HTU209564,3879178771,1959-05-31,59053118701,226350485,PL86444576933716179988809483
kmazurek8015,kmazurek+8015,Arkadiusz,Misiaszek,MES848613,7540699987,2002-09-11,02291177263,604717966,PL82906793528318204617567301
kmazurek8016,kmazurek+8016,Arkadiusz,Maziarczyk,WKP839513,3119500899,2000-01-11,00211138376,326001133,PL20106434353072570920469804
kmazurek8017,kmazurek+8017,Leonard,Fura,LYZ224141,1475445851,1943-04-06,43040626418,734675500,PL12417065662220237338669587
kmazurek8018,kmazurek+8018,Sara,Malon,RPE475853,4639693155,1937-12-26,37122691580,668283828,PL40106014458234721407290286
kmazurek8019,kmazurek+8019,Miłosz,Narożny,QZO095454,8326018863,1953-12-11,53121145868,537793294,PL66256800082632834737130134
kmazurek8020,kmazurek+8020,Ada,Kuśmider,MXH769372,2781604514,1934-03-29,34032956161,535904105,PL19435722040662407142617800
kmazurek8021,kmazurek+8021,Rozalia,Friedrich,YOQ789877,7743281997,1933-06-08,33060836654,539655883,PL92146484064080097064680851
kmazurek8022,kmazurek+8022,Piotr,Sacharczuk,LOA462135,6320444730,1983-03-31,83033117444,608657284,PL15578705978726772165130731
kmazurek8023,kmazurek+8023,Michał,Witko,NOT184498,1288445630,1971-06-11,71061126615,530250716,PL69139258584372994439023944
kmazurek8024,kmazurek+8024,Krzysztof,Falba,FTI429654,7378513255,1934-08-13,34081331782,736103538,PL78741058879027602656443789
kmazurek8025,kmazurek+8025,Kaja,Dylik,DTO450113,5836224413,1957-01-02,57010216565,736740733,PL79953936925287387993744388
kmazurek8026,kmazurek+8026,Cezary,Żelazo,RZD157660,5278436212,1992-06-30,92063009250,519451695,PL59239303361182339480264752
kmazurek8027,kmazurek+8027,Jakub,Fraś,PFQ190990,2418579224,1973-01-31,73013109985,724040197,PL47222811942239281447183627
kmazurek8028,kmazurek+8028,Marika,Mikłaszewicz,NAO592100,7465238705,1937-04-07,37040751661,793635754,PL37895070274611622083136081
kmazurek8029,kmazurek+8029,Robert,Miotke,PYY442586,7624033112,1987-10-14,87101482540,698752645,PL12541970617516504380022933
kmazurek8030,kmazurek+8030,Bianka,Zemanek,KCP307029,8320187731,1953-03-05,53030536733,570742612,PL36150359483507573994018514
kmazurek8031,kmazurek+8031,Maurycy,Rodzeń,FLZ507797,1650193783,1972-09-10,72091046485,797311096,PL29474000536750942093293601
kmazurek8032,kmazurek+8032,Aniela,Świadek,HVS754310,7896882368,1932-03-13,32031397091,693469369,PL81383575097665999202204339
kmazurek8033,kmazurek+8033,Marek,Rębiś,PBA435284,6924714962,1956-12-08,56120813486,571243232,PL97407414748997046418874018
kmazurek8034,kmazurek+8034,Gabriel,Kluczyk,DZZ824753,4338514092,1946-06-23,46062339018,665590593,PL02819615059266836758294587
kmazurek8035,kmazurek+8035,Gaja,Matela,KCM857411,9179155251,1980-10-25,80102538043,606497870,PL46102033786383788161438170
kmazurek8036,kmazurek+8036,Sylwia,Gniewek,JND844126,8732256654,1967-10-30,67103039643,791159618,PL81556279008286535589226765
kmazurek8037,kmazurek+8037,Sandra,Zaborek,JVJ963045,4974578193,1989-06-26,89062688607,328581422,PL12367332777789056860592259
kmazurek8038,kmazurek+8038,Kalina,Machniak,BPQ905873,5544696128,1956-01-08,56010891873,321134927,PL68226993770167577092409441
kmazurek8039,kmazurek+8039,Marianna,Opioła,RYR846064,9410674197,1972-01-18,72011809705,880173261,PL11586759477307566015239017
kmazurek8040,kmazurek+8040,Alex,Drewnik,JHR457928,3617253885,1941-06-05,41060556746,783406679,PL57511509791829236213747015
kmazurek8041,kmazurek+8041,Ryszard,Goliszek,YOM677499,8312660383,1934-10-27,34102793449,797771926,PL85996607276358811517089493
kmazurek8042,kmazurek+8042,Rafał,Jarmuła,MJH024127,9288097819,1973-12-25,73122527579,604533360,PL15829293990553969302276374
kmazurek8043,kmazurek+8043,Krystyna,Sołtan,CMS851325,6923555214,1997-04-07,97040720900,578773530,PL97933248188982989593923976
kmazurek8044,kmazurek+8044,Wiktor,Furgała,UTQ624102,4844261581,1976-07-16,76071619104,530929111,PL25547785536213490793589402
kmazurek8045,kmazurek+8045,Monika,Ładziak,GUG142841,7640029358,1939-09-28,39092848874,326433982,PL38659271674958495932001371
kmazurek8046,kmazurek+8046,Michał,Bryja,PQO473184,2729900119,2002-08-22,02282257330,720315428,PL19197016895622582314473916
kmazurek8047,kmazurek+8047,Alex,Oziębło,YTL462309,5822016780,1965-11-06,65110650215,735265473,PL93447688038001413443816060
kmazurek8048,kmazurek+8048,Lidia,Kluczek,ABP113043,3249251638,1965-09-04,65090453486,326006346,PL91701385965014265235485276
kmazurek8049,kmazurek+8049,Kajetan,Ćwirko,GZB526119,2621730061,1936-08-25,36082506396,729226682,PL42715317508794503472867328
kmazurek8050,kmazurek+8050,Tymon,Białous,NAG392434,6894153937,1994-08-26,94082668249,531951801,PL65315930921340058527827916
kmazurek8051,kmazurek+8051,Marek,Naumiuk,HAY308208,2242867838,1964-05-14,64051432173,226748853,PL60072324366349901773155957
kmazurek8052,kmazurek+8052,Julianna,Zaranek,ZXE950138,6276474692,1994-04-13,94041383048,509230985,PL86491801271293983644013980
kmazurek8053,kmazurek+8053,Apolonia,Klisz,APR711027,1279450146,1975-04-21,75042191623,574301598,PL57840523367533346764671212
kmazurek8054,kmazurek+8054,Adrianna,Kałwak,WUJ825334,2974026239,1990-10-31,90103100558,223259355,PL51088544820802592531221427
kmazurek8055,kmazurek+8055,Julianna,Berendt,QQF551026,9752255687,1986-05-04,86050433436,516594243,PL52625492996460721186680299
kmazurek8056,kmazurek+8056,Agnieszka,Fidler,AJZ738402,4284868192,1950-09-21,50092130121,699568779,PL06639470508211301874799591
kmazurek8057,kmazurek+8057,Filip,Krzyk,PZG154730,8757428985,1994-11-16,94111602266,503658526,PL45913636853930808284627148
kmazurek8058,kmazurek+8058,Konstanty,Gapys,DXT023888,5857816142,1944-05-22,44052273791,575649921,PL83114815389666647181966090
kmazurek8059,kmazurek+8059,Robert,Kujda,RZL538197,5121737067,2000-04-06,00240656522,221328360,PL60992052292647594496884358
kmazurek8060,kmazurek+8060,Hubert,Kowara,SUF808687,5610870802,1994-06-04,94060458730,785861267,PL31580564257586351944543537
kmazurek8061,kmazurek+8061,Ksawery,Chodak,UYK729994,7739554041,1999-12-17,99121790707,737103248,PL73321121500018255548815600
kmazurek8062,kmazurek+8062,Hubert,Oleksak,BOB949363,9675176147,1994-04-22,94042224944,784904517,PL24554500740073558041433718
kmazurek8063,kmazurek+8063,Tobiasz,Osojca,JJU646952,3551990514,1939-01-17,39011747329,724986326,PL81088220076347143359083169
kmazurek8064,kmazurek+8064,Konrad,Soczówka,WHJ096083,1983489027,1966-12-17,66121767516,606258958,PL19801819087079642368417301
kmazurek8065,kmazurek+8065,Jacek,Duczek,YPS471214,8111989969,1948-02-12,48021294299,736015072,PL31631823446156507005197073
kmazurek8066,kmazurek+8066,Kornel,Tomal,WBF484592,5429177229,1998-03-08,98030856625,501144909,PL71855237607946192728626563
kmazurek8067,kmazurek+8067,Leonard,Opyrchał,YYL118346,4184413026,1945-07-01,45070102243,886725920,PL44790952276241433634569120
kmazurek8068,kmazurek+8068,Julian,Kaźmierczyk,NRP871254,6049800987,1934-09-23,34092337108,510805633,PL91758419367439835356964040
kmazurek8069,kmazurek+8069,Paweł,Dąbroś,HDU976086,7910827616,1954-09-19,54091998412,723084885,PL78916064094021472124242553
kmazurek8070,kmazurek+8070,Ignacy,Gosek,MIS202756,2472269236,1969-08-27,69082724309,504697012,PL98633434132830865186360112
kmazurek8071,kmazurek+8071,Jędrzej,Ziarno,YVN714891,5599523251,1963-01-30,63013095364,663154080,PL29893128272640343542565047
kmazurek8072,kmazurek+8072,Maks,Hajdasz,WOG559317,2872447345,2000-08-16,00281684010,730666541,PL02801117340449371651321405
kmazurek8073,kmazurek+8073,Konstanty,Salawa,FQW508873,9922639672,1974-05-12,74051265903,505613353,PL63630394603862059412157322
kmazurek8074,kmazurek+8074,Józef,Gryszkiewicz,WRZ634296,4312568391,1988-04-02,88040201564,739829624,PL55246636171193220294305345
kmazurek8075,kmazurek+8075,Maksymilian,Rozmiarek,QEL631272,1259798478,1980-02-06,80020665689,578004712,PL50512264690856930699507325
kmazurek8076,kmazurek+8076,Kalina,Jasnoch,IYZ502998,1858654969,1980-08-02,80080298474,729843546,PL81361559548115228077114572
kmazurek8077,kmazurek+8077,Maksymilian,Żuberek,UNY465488,4486426072,1973-02-23,73022317586,509905563,PL14810888412546373163411359
kmazurek8078,kmazurek+8078,Igor,Nalewajek,IUC636564,1212150609,1962-06-30,62063055469,888418672,PL18153538090523647892079629
kmazurek8079,kmazurek+8079,Dagmara,Majdan,ONC727458,6595806596,2001-06-20,01262099577,729156520,PL87592175581179540379649725
kmazurek8080,kmazurek+8080,Maks,Malecha,QSK136046,6142165576,1994-06-15,94061577120,661671871,PL57460411447078493425599608
kmazurek8081,kmazurek+8081,Justyna,Huczek,PUI340473,1137529004,1933-03-03,33030318348,535679957,PL11052871173244488932116661
kmazurek8082,kmazurek+8082,Kamil,Jonczyk,ULS070608,5021034610,1963-01-25,63012569242,228632281,PL07510200340012843849328643
kmazurek8083,kmazurek+8083,Przemysław,Tadla,UQK132644,7881994026,1950-05-23,50052384632,786839039,PL86980023420861136594876662
kmazurek8084,kmazurek+8084,Witold,Sobstyl,SXN174141,3575301526,1937-01-23,37012317174,738339040,PL95177417304297025411644483
kmazurek8085,kmazurek+8085,Kornelia,Jędryczka,RTW890401,1673129783,1995-10-22,95102202911,532706318,PL84514880764847075436927786
kmazurek8086,kmazurek+8086,Aurelia,Miechowicz,QXJ689654,7270680528,1938-05-13,38051379930,799879783,PL58177644341796908143355646
kmazurek8087,kmazurek+8087,Ewelina,Dylak,YLG981805,2539406184,1958-11-03,58110349403,734989212,PL56704110841655586030352473
kmazurek8088,kmazurek+8088,Przemysław,Getka,UZU953376,7967273100,1943-12-02,43120253103,226156856,PL90742645222016629181606155
kmazurek8089,kmazurek+8089,Sonia,Matulka,RQK860128,3247527125,1945-08-18,45081808910,572270266,PL38846223537751020030783438
kmazurek8090,kmazurek+8090,Dominik,Skrobot,MXL632290,9639375699,1947-08-28,47082853807,229450698,PL78723972192069862949433140
kmazurek8091,kmazurek+8091,Aleks,Kowala,YIS943336,5918897414,1990-05-17,90051731783,574957859,PL97567367996760694199252145
kmazurek8092,kmazurek+8092,Sara,Zdancewicz,BHA298249,5253693970,1954-05-03,54050383785,512642745,PL12900503382238099895605773
kmazurek8093,kmazurek+8093,Nataniel,Kajdan,MUL445286,5426922508,1983-02-18,83021870896,887586108,PL64377566741273318916382608
kmazurek8094,kmazurek+8094,Damian,Chalimoniuk,PIZ981415,2245398545,1976-02-13,76021384500,885081153,PL08621057259805848715145412
kmazurek8095,kmazurek+8095,Eryk,Sobisz,CQC003283,7754870094,2003-02-13,03221371230,888851275,PL86232092507476800731532330
kmazurek8096,kmazurek+8096,Tomasz,Szulczyk,OEW354569,9415875960,1931-10-22,31102243042,537646889,PL44635074203624959495441841
kmazurek8097,kmazurek+8097,Melania,Kostorz,FXD119011,9739378125,1936-06-16,36061683867,739169816,PL67113759778544427436490347
kmazurek8098,kmazurek+8098,Maciej,Szywała,PCP557883,1637492698,1952-08-18,52081830872,799660598,PL64267798577691092277238337
kmazurek8099,kmazurek+8099,Oskar,Koźlak,BYG116993,9216508294,1984-02-12,84021288724,508943012,PL43177963806331612704978644
kmazurek8100,kmazurek+8100,Rozalia,Trzepizur,CQB535286,9845461899,1972-05-03,72050391780,577428076,PL11374339953371838244260350
kmazurek8101,kmazurek+8101,Grzegorz,Romańczyk,MSD750454,3480062444,1933-01-21,33012179561,225239207,PL16703037075501811964264089
kmazurek8102,kmazurek+8102,Grzegorz,Golisz,YTW929694,5831227223,1994-01-22,94012269160,783776479,PL91419728780527473315543842
kmazurek8103,kmazurek+8103,Anna Maria,Dynia,HUY534210,9656050913,1946-07-01,46070162040,227135266,PL57253938642216925743426343
kmazurek8104,kmazurek+8104,Justyna,Domińczak,TOL960513,1025601009,1987-04-14,87041456355,324039867,PL28081880207286303313072338
kmazurek8105,kmazurek+8105,Ewelina,Kocurek,QDU689772,3569028652,1971-02-28,71022874063,695071388,PL94640885780404020241998770
kmazurek8106,kmazurek+8106,Nikodem,Kochman,DPZ833858,6334263783,1969-01-03,69010308335,229732665,PL13352590587463457794791592
kmazurek8107,kmazurek+8107,Olaf,Chalimoniuk,ZGF920939,7723027161,1951-02-05,51020584182,510474735,PL75562403899541901794273814
kmazurek8108,kmazurek+8108,Blanka,Janczura,MNF784476,5596943372,1963-02-08,63020849615,669716879,PL52549304370542827092304871
kmazurek8109,kmazurek+8109,Liwia,Humeniuk,ETD230333,4688423705,1946-03-05,46030559192,518494567,PL12253663025383690446453296
kmazurek8110,kmazurek+8110,Aleks,Kosman,SWP063989,9388938253,1994-05-03,94050347806,735963500,PL71856726127336048374842478
kmazurek8111,kmazurek+8111,Julian,Kałek,TMK314360,2817763082,1950-08-06,50080635610,786158077,PL26657968644614181044372128
kmazurek8112,kmazurek+8112,Kornelia,Mokwa,IHA567887,7156893010,1967-03-17,67031715439,225001548,PL41749723703824706093690517
kmazurek8113,kmazurek+8113,Kaja,Dynia,DYV557267,6724300799,1991-03-08,91030852103,737556320,PL06007325732929868271080182
kmazurek8114,kmazurek+8114,Nela,Sieja,RZT068498,2062645823,1932-07-17,32071745782,881365281,PL76175939592646636144027493
kmazurek8115,kmazurek+8115,Sebastian,Kurach,DQZ975672,9751923750,1963-03-31,63033108611,509754751,PL68191492939830990895049149
kmazurek8116,kmazurek+8116,Eryk,Dawidek,FTZ449440,2273918034,1971-03-24,71032465279,324140739,PL88209565008091987355708462
kmazurek8117,kmazurek+8117,Bianka,Bujko,TXT576641,1823870741,1963-08-11,63081107457,729949054,PL22173687775913991783548331
kmazurek8118,kmazurek+8118,Sara,Oleszczak,IRF734727,1958352966,1978-07-22,78072290005,728667796,PL22971960008286597758952048
kmazurek8119,kmazurek+8119,Przemysław,Mandrysz,NPF396373,8273048228,2003-07-16,03271634831,576891654,PL07726809567202266551317644
kmazurek8120,kmazurek+8120,Mariusz,Siemieńczuk,ZPW835011,7472850755,1946-12-16,46121677255,697531427,PL62546713085639953662432411
kmazurek8121,kmazurek+8121,Sara,Fulara,WOG760160,6233134854,1981-10-21,81102109655,511744702,PL56538498873325761138132199
kmazurek8122,kmazurek+8122,Gaja,Dziadura,DUP720825,9196393036,1943-05-24,43052409939,604479677,PL07044786304363073916239050
kmazurek8123,kmazurek+8123,Maciej,Heleniak,ZUI068502,8869496124,1996-03-19,96031935613,720381902,PL39535164102354742731673315
kmazurek8124,kmazurek+8124,Radosław,Jasina,PSL754398,6852542858,1963-10-14,63101491898,698220009,PL53703031533388670432104225
kmazurek8125,kmazurek+8125,Tomasz,Korpal,DQV653646,2396438567,1940-08-30,40083030338,693674440,PL63904093825784156774674678
kmazurek8126,kmazurek+8126,Inga,Szkaradek,NEL350259,1566855307,1992-09-06,92090680581,664162328,PL07615265971329636426905921
kmazurek8127,kmazurek+8127,Melania,Pyda,RFU178020,7147274164,1964-01-19,64011996787,600502108,PL66363539228240091667176545
kmazurek8128,kmazurek+8128,Adam,Dumin,ZAE472701,2197076601,1932-04-02,32040269198,734241775,PL69358774148377502051097233
kmazurek8129,kmazurek+8129,Eliza,Capała,UNN481078,3416846236,1960-06-07,60060713968,780728887,PL54957741337713602503001046
kmazurek8130,kmazurek+8130,Jan,Posłuszna,DCN155982,8390271253,1973-02-19,73021977402,608171077,PL90394933709896596933670702
kmazurek8131,kmazurek+8131,Gabriel,Ziegert,VPP225345,9639860360,1952-12-09,52120937249,737057462,PL48603251388653062956425448
kmazurek8132,kmazurek+8132,Ernest,Grygorcewicz,TXI218111,6156505639,1942-01-09,42010911268,661740541,PL36182466050740728101784427
kmazurek8133,kmazurek+8133,Marek,Rudzik,VSQ415670,9810621684,1965-01-14,65011405538,667771285,PL76050939795023961484113447
kmazurek8134,kmazurek+8134,Ryszard,Putek,VQF937685,4353009926,1940-12-30,40123048527,662738238,PL94407041187669613989098255
kmazurek8135,kmazurek+8135,Jan,Chochół,DZC156859,2610199515,1941-04-12,41041239312,726977959,PL65243484131885574894654540
kmazurek8136,kmazurek+8136,Marcin,Nojman,LTM809050,8768601648,1942-10-29,42102925869,513869325,PL14364186074129797868230211
kmazurek8137,kmazurek+8137,Filip,Drabczyk,KLA328794,3491065883,1942-01-22,42012277070,736716241,PL28919876936784478113872443
kmazurek8138,kmazurek+8138,Józef,Gozdur,RER114949,8544910971,2000-05-21,00252107324,666101862,PL97091778338017706978462477
kmazurek8139,kmazurek+8139,Stefan,Leśko,XSB441526,2613451814,1933-04-11,33041100503,325453590,PL29749824881155605959375575
kmazurek8140,kmazurek+8140,Konrad,Furgał,EGI945990,1467501888,1948-02-24,48022437747,226747353,PL76078583248340163214711660
kmazurek8141,kmazurek+8141,Błażej,Czuryło,BXN243367,6599525291,1993-12-31,93123197487,600887064,PL23612408346764788152229260
kmazurek8142,kmazurek+8142,Kornel,Bilewicz,LJV100138,1196459742,1984-09-13,84091316763,513468740,PL89492723205835410624410626
kmazurek8143,kmazurek+8143,Róża,Snoch,CED380040,1317282812,2002-04-19,02241926961,782253778,PL65044301328895503509725451
kmazurek8144,kmazurek+8144,Anna Maria,Kiepura,NOO928983,4278348045,1974-11-09,74110919260,504724844,PL57677405557849393897176652
kmazurek8145,kmazurek+8145,Ernest,Skup,SFS938555,6749546686,1990-02-23,90022330865,793104870,PL17309994742999338371420028
kmazurek8146,kmazurek+8146,Janina,Żołna,PRA834232,3437384166,2002-01-10,02211008169,578312097,PL27629010397147675893625236
kmazurek8147,kmazurek+8147,Cezary,Latuszek,XOZ365501,5622227242,1974-11-20,74112028830,797536180,PL41944092058832670810566607
kmazurek8148,kmazurek+8148,Dorota,Szkup,LAK996487,9746279393,1942-12-12,42121254076,662968634,PL40627194921472616266263756
kmazurek8149,kmazurek+8149,Miłosz,Stasica,WNK268263,7832360296,1943-05-04,43050491497,885596580,PL08751000051127825435518855
kmazurek8150,kmazurek+8150,Dagmara,Czuj,LMT813686,2422656729,1976-06-02,76060298437,226211453,PL98451928348543831281978840
kmazurek8151,kmazurek+8151,Jakub,Leonowicz,JYO425367,5369956822,1986-12-16,86121699761,660150116,PL41155214038401550183701624
kmazurek8152,kmazurek+8152,Cezary,Szkaradek,QZD233369,4334101016,1976-05-01,76050157726,509607374,PL25757448675599585546461536
